Fecha;Producto;Cantidad;Precio Unitario;Vendedor;Residencia;Ruta;Edad;Años_Experiencia;Horas_en_venta
21/1/2018;Producto 0019;133;3504;Vendedor 005;Puntarenas;Heredia;37;8;0,583333333
21/1/2018;Producto 0020;177;1201;Vendedor 004;Limón;Guanacaste;43;7;6,2
21/1/2018;Producto 0011;68;2935;Vendedor 003;Alajuela;Limón;44;21;5,7
21/1/2018;Producto 0001;26;3702;Vendedor 005;Limón;Cartago;37;14;3,633333333
21/1/2018;Producto 0014;71;3653;Vendedor 004;Limón;Alajuela;63;38;6,05
21/1/2018;Producto 0011;74;2935;Vendedor 002;Puntarenas;Cartago;54;32;3,583333333
21/1/2018;Producto 0019;220;3504;Vendedor 001;Puntarenas;Limón;64;31;4,483333333
21/1/2018;Producto 0012;15;4594;Vendedor 001;Heredia;Cartago;36;12;0,45
21/1/2018;Producto 0018;160;3109;Vendedor 003;Guanacaste;San José;50;24;0,616666667
21/1/2018;Producto 0015;112;2783;Vendedor 003;Guanacaste;Alajuela;40;18;3,35
21/1/2018;Producto 0009;236;2885;Vendedor 002;Guanacaste;Alajuela;56;37;3,25
21/1/2018;Producto 0015;34;2783;Vendedor 003;Alajuela;Puntarenas;57;28;4,166666667
21/1/2018;Producto 0006;233;1514;Vendedor 001;Puntarenas;Guanacaste;58;38;4,85
21/1/2018;Producto 0008;18;1031;Vendedor 003;Guanacaste;Heredia;43;2;1,116666667
21/1/2018;Producto 0007;162;4311;Vendedor 001;San José;Limón;32;3;5,216666667
21/1/2018;Producto 0017;122;1335;Vendedor 003;Guanacaste;Puntarenas;30;12;2,883333333
21/1/2018;Producto 0018;68;3109;Vendedor 002;Cartago;Puntarenas;47;22;4,95
21/1/2018;Producto 0019;86;3504;Vendedor 003;Alajuela;Cartago;42;20;3,4
21/1/2018;Producto 0018;112;3109;Vendedor 003;Guanacaste;Limón;37;13;6,7
21/1/2018;Producto 0019;215;3504;Vendedor 004;Limón;Alajuela;48;13;5,5
21/1/2018;Producto 0004;112;1309;Vendedor 003;San José;Puntarenas;67;26;4,583333333
21/1/2018;Producto 0005;248;1043;Vendedor 001;Limón;Alajuela;47;6;2,15
21/1/2018;Producto 0018;26;3109;Vendedor 003;Alajuela;Alajuela;55;21;3,483333333
21/1/2018;Producto 0018;36;3109;Vendedor 005;Limón;Puntarenas;46;9;0,266666667
21/1/2018;Producto 0015;105;2783;Vendedor 005;Limón;San José;73;36;4,016666667
21/1/2018;Producto 0012;197;4594;Vendedor 001;Limón;Guanacaste;54;35;4,9
21/1/2018;Producto 0013;55;3066;Vendedor 002;Heredia;Cartago;21;3;4,816666667
22/1/2018;Producto 0007;59;4311;Vendedor 004;San José;San José;69;35;1,266666667
22/1/2018;Producto 0006;132;1514;Vendedor 005;Cartago;Puntarenas;72;33;5,55
22/1/2018;Producto 0015;235;2783;Vendedor 002;Guanacaste;Cartago;77;37;2,966666667
22/1/2018;Producto 0008;125;1031;Vendedor 004;Cartago;Cartago;31;4;0,7
22/1/2018;Producto 0015;103;2783;Vendedor 004;Cartago;Guanacaste;65;34;1,5
22/1/2018;Producto 0004;1;1309;Vendedor 004;Cartago;Limón;52;31;4,616666667
22/1/2018;Producto 0019;185;3504;Vendedor 002;Cartago;Cartago;54;29;2,833333333
22/1/2018;Producto 0011;228;2935;Vendedor 003;Puntarenas;Guanacaste;54;24;5,516666667
22/1/2018;Producto 0020;138;1201;Vendedor 004;Guanacaste;San José;41;21;4,25
22/1/2018;Producto 0002;163;2468;Vendedor 002;Heredia;Puntarenas;65;37;4,316666667
22/1/2018;Producto 0019;91;3504;Vendedor 001;Heredia;Cartago;69;29;5,133333333
22/1/2018;Producto 0016;20;1631;Vendedor 005;Alajuela;Cartago;49;23;3,1
22/1/2018;Producto 0002;219;2468;Vendedor 001;Puntarenas;Alajuela;37;18;0,733333333
22/1/2018;Producto 0018;35;3109;Vendedor 003;Cartago;Puntarenas;69;34;1,5
22/1/2018;Producto 0008;232;1031;Vendedor 004;San José;San José;38;2;6,9
22/1/2018;Producto 0011;63;2935;Vendedor 001;Cartago;Alajuela;71;36;5,4
22/1/2018;Producto 0013;165;3066;Vendedor 003;Limón;Guanacaste;33;12;4,316666667
22/1/2018;Producto 0010;139;1088;Vendedor 003;Heredia;Heredia;33;14;2,566666667
22/1/2018;Producto 0009;128;2885;Vendedor 004;Limón;San José;51;10;2,083333333
22/1/2018;Producto 0018;194;3109;Vendedor 003;Cartago;Limón;39;5;6,066666667
22/1/2018;Producto 0011;139;2935;Vendedor 001;Heredia;Guanacaste;28;1;5,25
22/1/2018;Producto 0006;84;1514;Vendedor 004;Limón;Alajuela;79;38;1,866666667
22/1/2018;Producto 0006;90;1514;Vendedor 003;Alajuela;San José;63;38;4,183333333
22/1/2018;Producto 0013;205;3066;Vendedor 004;Puntarenas;San José;50;18;3,8
22/1/2018;Producto 0001;219;3702;Vendedor 001;San José;Heredia;48;29;2,833333333
22/1/2018;Producto 0006;64;1514;Vendedor 002;Heredia;San José;41;2;4,433333333
22/1/2018;Producto 0003;185;1688;Vendedor 001;Alajuela;Heredia;56;17;6,933333333
22/1/2018;Producto 0004;212;1309;Vendedor 004;Guanacaste;Heredia;42;15;1,516666667
22/1/2018;Producto 0004;199;1309;Vendedor 002;Alajuela;Cartago;51;18;4,733333333
22/1/2018;Producto 0007;171;4311;Vendedor 002;Limón;Cartago;20;2;3,333333333
22/1/2018;Producto 0020;46;1201;Vendedor 001;Puntarenas;Alajuela;64;35;6,7
22/1/2018;Producto 0013;218;3066;Vendedor 002;Alajuela;Guanacaste;75;38;5,816666667
22/1/2018;Producto 0003;164;1688;Vendedor 002;Heredia;Heredia;55;20;1
22/1/2018;Producto 0007;22;4311;Vendedor 005;San José;Puntarenas;37;14;5,75
22/1/2018;Producto 0002;49;2468;Vendedor 002;Puntarenas;Alajuela;54;22;4,05
22/1/2018;Producto 0015;108;2783;Vendedor 003;Cartago;Heredia;43;10;6,316666667
22/1/2018;Producto 0015;111;2783;Vendedor 003;San José;Heredia;55;19;0,816666667
22/1/2018;Producto 0015;68;2783;Vendedor 001;Limón;Cartago;57;35;2,1
22/1/2018;Producto 0020;187;1201;Vendedor 005;San José;Heredia;32;4;1,566666667
22/1/2018;Producto 0004;60;1309;Vendedor 005;Alajuela;Limón;46;7;1,283333333
22/1/2018;Producto 0006;173;1514;Vendedor 005;Limón;Limón;51;31;1,366666667
22/1/2018;Producto 0011;16;2935;Vendedor 001;Alajuela;Puntarenas;47;7;2,983333333
22/1/2018;Producto 0004;88;1309;Vendedor 002;Cartago;Guanacaste;56;36;6,55
22/1/2018;Producto 0005;95;1043;Vendedor 003;Limón;Guanacaste;60;33;4,616666667
22/1/2018;Producto 0019;50;3504;Vendedor 001;Cartago;Limón;24;1;6,666666667
22/1/2018;Producto 0001;33;3702;Vendedor 002;Guanacaste;Limón;62;22;0,55
22/1/2018;Producto 0009;160;2885;Vendedor 002;Guanacaste;Heredia;65;37;3,25
22/1/2018;Producto 0002;103;2468;Vendedor 002;Guanacaste;Alajuela;38;7;6,833333333
22/1/2018;Producto 0004;214;1309;Vendedor 005;Puntarenas;Heredia;67;36;3,033333333
22/1/2018;Producto 0019;195;3504;Vendedor 001;Puntarenas;San José;31;11;5,9
22/1/2018;Producto 0009;38;2885;Vendedor 001;Cartago;Alajuela;42;1;5,25
22/1/2018;Producto 0018;69;3109;Vendedor 003;San José;Heredia;25;7;1,95
22/1/2018;Producto 0016;111;1631;Vendedor 001;Puntarenas;Cartago;37;10;1,816666667
22/1/2018;Producto 0008;21;1031;Vendedor 001;Heredia;Cartago;68;32;3,616666667
22/1/2018;Producto 0013;114;3066;Vendedor 001;Limón;Cartago;25;7;4,55
22/1/2018;Producto 0009;56;2885;Vendedor 004;Heredia;Guanacaste;66;35;4,383333333
23/1/2018;Producto 0010;200;1088;Vendedor 003;Limón;Alajuela;58;29;0,833333333
23/1/2018;Producto 0011;58;2935;Vendedor 001;San José;Heredia;63;23;0,966666667
23/1/2018;Producto 0003;165;1688;Vendedor 001;Cartago;Puntarenas;49;21;0,9
23/1/2018;Producto 0014;70;3653;Vendedor 004;Puntarenas;Guanacaste;57;24;4,55
23/1/2018;Producto 0017;240;1335;Vendedor 002;Cartago;Heredia;39;17;1,833333333
23/1/2018;Producto 0003;106;1688;Vendedor 005;Limón;Alajuela;33;8;2,716666667
23/1/2018;Producto 0015;137;2783;Vendedor 003;San José;Puntarenas;72;34;3,983333333
23/1/2018;Producto 0001;111;3702;Vendedor 003;Limón;Alajuela;47;11;2,233333333
23/1/2018;Producto 0009;113;2885;Vendedor 001;Puntarenas;Cartago;41;22;1,166666667
23/1/2018;Producto 0004;39;1309;Vendedor 001;San José;Cartago;54;27;5,166666667
23/1/2018;Producto 0017;249;1335;Vendedor 001;Alajuela;Heredia;57;19;5,816666667
23/1/2018;Producto 0014;104;3653;Vendedor 003;Puntarenas;Limón;34;15;6,95
23/1/2018;Producto 0015;215;2783;Vendedor 002;Heredia;Cartago;75;36;0,35
23/1/2018;Producto 0011;28;2935;Vendedor 002;Alajuela;Heredia;44;6;2,533333333
23/1/2018;Producto 0008;205;1031;Vendedor 002;Alajuela;Heredia;41;17;1,533333333
23/1/2018;Producto 0020;7;1201;Vendedor 004;Puntarenas;Cartago;52;23;1,383333333
23/1/2018;Producto 0007;22;4311;Vendedor 004;Cartago;Limón;72;33;1,516666667
23/1/2018;Producto 0010;61;1088;Vendedor 001;Puntarenas;Limón;54;35;3,466666667
23/1/2018;Producto 0008;214;1031;Vendedor 005;Cartago;Puntarenas;51;32;2,6
23/1/2018;Producto 0001;145;3702;Vendedor 002;Puntarenas;Puntarenas;54;16;4,966666667
23/1/2018;Producto 0015;96;2783;Vendedor 002;Guanacaste;San José;79;38;4,783333333
23/1/2018;Producto 0002;143;2468;Vendedor 001;Limón;Puntarenas;56;28;1,533333333
23/1/2018;Producto 0002;192;2468;Vendedor 002;San José;Alajuela;28;1;5,2
23/1/2018;Producto 0008;23;1031;Vendedor 004;Guanacaste;Guanacaste;44;15;4,166666667
23/1/2018;Producto 0004;66;1309;Vendedor 004;Limón;Limón;64;23;6,533333333
23/1/2018;Producto 0002;47;2468;Vendedor 004;Heredia;Heredia;59;28;6,116666667
23/1/2018;Producto 0010;174;1088;Vendedor 005;Alajuela;Alajuela;66;35;1,716666667
23/1/2018;Producto 0013;33;3066;Vendedor 004;Alajuela;Heredia;43;10;6,95
23/1/2018;Producto 0010;24;1088;Vendedor 001;Heredia;Heredia;58;33;2,183333333
23/1/2018;Producto 0019;27;3504;Vendedor 005;Heredia;Cartago;31;4;5,216666667
23/1/2018;Producto 0014;60;3653;Vendedor 005;Limón;Limón;30;1;3,083333333
23/1/2018;Producto 0003;224;1688;Vendedor 003;Heredia;Guanacaste;39;8;2,516666667
23/1/2018;Producto 0007;143;4311;Vendedor 001;Limón;Heredia;53;19;6,116666667
23/1/2018;Producto 0011;30;2935;Vendedor 003;Heredia;Cartago;37;13;0,7
23/1/2018;Producto 0013;80;3066;Vendedor 001;San José;Puntarenas;66;28;0,733333333
23/1/2018;Producto 0001;142;3702;Vendedor 001;Guanacaste;Guanacaste;34;5;0,316666667
23/1/2018;Producto 0016;191;1631;Vendedor 003;Puntarenas;Cartago;66;34;3,183333333
23/1/2018;Producto 0005;148;1043;Vendedor 001;Heredia;San José;53;24;6,633333333
23/1/2018;Producto 0011;37;2935;Vendedor 005;San José;Alajuela;66;37;6,166666667
23/1/2018;Producto 0017;47;1335;Vendedor 005;Cartago;Guanacaste;36;4;5,55
23/1/2018;Producto 0012;30;4594;Vendedor 004;Alajuela;Limón;64;23;1,2
23/1/2018;Producto 0011;55;2935;Vendedor 001;San José;Cartago;62;31;1,616666667
23/1/2018;Producto 0004;195;1309;Vendedor 004;Alajuela;Guanacaste;55;29;1,083333333
23/1/2018;Producto 0011;41;2935;Vendedor 002;San José;Guanacaste;40;8;2,35
23/1/2018;Producto 0006;129;1514;Vendedor 001;Guanacaste;Cartago;55;31;1,383333333
23/1/2018;Producto 0002;123;2468;Vendedor 001;Limón;Guanacaste;31;4;0,35
23/1/2018;Producto 0015;24;2783;Vendedor 001;San José;Puntarenas;62;21;2,65
23/1/2018;Producto 0005;193;1043;Vendedor 004;Puntarenas;Guanacaste;24;2;1,066666667
23/1/2018;Producto 0017;163;1335;Vendedor 001;Puntarenas;Guanacaste;53;29;3,083333333
23/1/2018;Producto 0018;39;3109;Vendedor 001;Puntarenas;Guanacaste;56;24;3,716666667
23/1/2018;Producto 0011;76;2935;Vendedor 003;Cartago;Puntarenas;38;6;6,1
23/1/2018;Producto 0010;69;1088;Vendedor 005;San José;Guanacaste;55;33;5,383333333
23/1/2018;Producto 0007;41;4311;Vendedor 003;Alajuela;Limón;62;30;5,166666667
23/1/2018;Producto 0020;194;1201;Vendedor 001;San José;Puntarenas;71;37;1,75
23/1/2018;Producto 0014;247;3653;Vendedor 005;Heredia;Guanacaste;61;27;0,683333333
23/1/2018;Producto 0002;234;2468;Vendedor 005;Puntarenas;Puntarenas;27;5;2,666666667
23/1/2018;Producto 0002;93;2468;Vendedor 004;Cartago;Guanacaste;24;6;5,2
23/1/2018;Producto 0006;218;1514;Vendedor 002;Cartago;Heredia;26;6;3,783333333
23/1/2018;Producto 0014;49;3653;Vendedor 002;Heredia;Guanacaste;29;6;5,8
23/1/2018;Producto 0019;147;3504;Vendedor 004;San José;San José;34;13;5,116666667
23/1/2018;Producto 0005;247;1043;Vendedor 002;Guanacaste;San José;35;4;2,316666667
23/1/2018;Producto 0011;126;2935;Vendedor 002;Heredia;Cartago;49;23;6,6
23/1/2018;Producto 0016;69;1631;Vendedor 004;Cartago;Heredia;40;12;6,533333333
23/1/2018;Producto 0007;55;4311;Vendedor 005;Cartago;Alajuela;67;26;1,283333333
23/1/2018;Producto 0004;209;1309;Vendedor 002;San José;Limón;52;24;5,6
23/1/2018;Producto 0019;43;3504;Vendedor 003;Alajuela;Limón;61;24;3,6
23/1/2018;Producto 0011;173;2935;Vendedor 003;Alajuela;Limón;35;14;1,766666667
23/1/2018;Producto 0013;202;3066;Vendedor 004;Alajuela;Guanacaste;41;2;5,1
23/1/2018;Producto 0005;231;1043;Vendedor 003;Limón;Limón;54;30;1,216666667
23/1/2018;Producto 0010;210;1088;Vendedor 003;San José;Guanacaste;61;26;4,483333333
23/1/2018;Producto 0005;47;1043;Vendedor 003;Puntarenas;Puntarenas;64;33;6,95
23/1/2018;Producto 0015;21;2783;Vendedor 002;Cartago;San José;54;25;4,733333333
24/1/2018;Producto 0010;18;1088;Vendedor 001;Puntarenas;Guanacaste;49;11;5,75
24/1/2018;Producto 0006;3;1514;Vendedor 003;Guanacaste;San José;34;7;5,433333333
24/1/2018;Producto 0014;182;3653;Vendedor 002;Alajuela;Puntarenas;26;5;4,933333333
24/1/2018;Producto 0001;154;3702;Vendedor 002;Guanacaste;Heredia;67;30;6,066666667
24/1/2018;Producto 0019;170;3504;Vendedor 005;San José;San José;64;37;1,466666667
24/1/2018;Producto 0006;146;1514;Vendedor 003;San José;Guanacaste;42;2;1,816666667
24/1/2018;Producto 0005;250;1043;Vendedor 003;Heredia;Heredia;57;16;4,966666667
24/1/2018;Producto 0008;1;1031;Vendedor 003;San José;Guanacaste;31;6;0,616666667
24/1/2018;Producto 0007;221;4311;Vendedor 004;Heredia;Guanacaste;73;34;2,45
24/1/2018;Producto 0002;250;2468;Vendedor 005;Limón;Alajuela;71;36;3,183333333
24/1/2018;Producto 0017;175;1335;Vendedor 002;San José;Limón;37;11;5,95
24/1/2018;Producto 0019;226;3504;Vendedor 003;Heredia;San José;59;31;3,65
24/1/2018;Producto 0020;79;1201;Vendedor 003;Puntarenas;Limón;52;15;1,35
24/1/2018;Producto 0004;175;1309;Vendedor 001;San José;Heredia;57;32;5,05
24/1/2018;Producto 0004;227;1309;Vendedor 003;Heredia;Alajuela;58;36;1,883333333
24/1/2018;Producto 0008;247;1031;Vendedor 001;Alajuela;Heredia;59;23;2,233333333
24/1/2018;Producto 0017;112;1335;Vendedor 003;Puntarenas;Limón;34;1;4,983333333
24/1/2018;Producto 0009;200;2885;Vendedor 003;San José;Puntarenas;49;16;2,7
24/1/2018;Producto 0013;120;3066;Vendedor 005;San José;Guanacaste;46;6;6,716666667
24/1/2018;Producto 0012;220;4594;Vendedor 004;Limón;Cartago;44;16;2,45
24/1/2018;Producto 0004;169;1309;Vendedor 005;Guanacaste;Limón;50;21;0,983333333
24/1/2018;Producto 0008;235;1031;Vendedor 003;Limón;Alajuela;61;23;0,85
24/1/2018;Producto 0009;103;2885;Vendedor 001;Alajuela;Guanacaste;38;18;0,95
24/1/2018;Producto 0020;247;1201;Vendedor 002;Limón;Puntarenas;37;14;6,783333333
24/1/2018;Producto 0016;113;1631;Vendedor 004;Cartago;Alajuela;47;16;4,8
24/1/2018;Producto 0011;107;2935;Vendedor 005;Guanacaste;Heredia;45;20;3,183333333
24/1/2018;Producto 0007;17;4311;Vendedor 001;Heredia;Alajuela;62;29;2,633333333
24/1/2018;Producto 0020;85;1201;Vendedor 002;Guanacaste;Puntarenas;47;26;1,133333333
24/1/2018;Producto 0019;14;3504;Vendedor 005;Limón;Alajuela;60;36;4,9
24/1/2018;Producto 0016;66;1631;Vendedor 005;Cartago;Heredia;52;12;2,083333333
24/1/2018;Producto 0015;157;2783;Vendedor 004;Cartago;Puntarenas;36;3;4,516666667
24/1/2018;Producto 0005;109;1043;Vendedor 002;Cartago;Guanacaste;30;3;0,366666667
24/1/2018;Producto 0011;60;2935;Vendedor 001;Puntarenas;Alajuela;34;10;5,833333333
24/1/2018;Producto 0005;62;1043;Vendedor 003;San José;Guanacaste;38;20;2,05
24/1/2018;Producto 0011;115;2935;Vendedor 005;Guanacaste;San José;48;21;3,283333333
24/1/2018;Producto 0004;237;1309;Vendedor 005;Limón;Cartago;62;29;6,916666667
24/1/2018;Producto 0017;76;1335;Vendedor 001;Limón;San José;22;2;0,866666667
24/1/2018;Producto 0007;143;4311;Vendedor 003;San José;Heredia;41;4;2,583333333
24/1/2018;Producto 0008;84;1031;Vendedor 002;Alajuela;Cartago;58;20;5,283333333
24/1/2018;Producto 0019;90;3504;Vendedor 002;Guanacaste;San José;53;18;5,083333333
24/1/2018;Producto 0018;72;3109;Vendedor 003;Limón;San José;40;22;0,416666667
24/1/2018;Producto 0008;32;1031;Vendedor 002;San José;Cartago;61;34;1,483333333
24/1/2018;Producto 0011;67;2935;Vendedor 001;San José;Puntarenas;45;8;5,25
24/1/2018;Producto 0003;77;1688;Vendedor 002;Heredia;Puntarenas;28;3;5,05
24/1/2018;Producto 0004;44;1309;Vendedor 002;Puntarenas;Alajuela;55;17;3,433333333
24/1/2018;Producto 0001;239;3702;Vendedor 003;San José;Cartago;59;18;2,583333333
24/1/2018;Producto 0006;72;1514;Vendedor 004;Puntarenas;Puntarenas;40;10;2,95
24/1/2018;Producto 0007;108;4311;Vendedor 004;Cartago;Heredia;74;34;1,616666667
24/1/2018;Producto 0008;161;1031;Vendedor 003;Heredia;Limón;34;15;2,483333333
24/1/2018;Producto 0018;21;3109;Vendedor 003;Alajuela;Limón;50;13;5,516666667
24/1/2018;Producto 0002;25;2468;Vendedor 003;Guanacaste;Guanacaste;70;36;0,833333333
24/1/2018;Producto 0019;206;3504;Vendedor 002;Alajuela;San José;45;22;0,2
24/1/2018;Producto 0016;227;1631;Vendedor 001;Alajuela;Alajuela;49;11;2,466666667
24/1/2018;Producto 0002;119;2468;Vendedor 001;San José;Puntarenas;77;38;4,583333333
24/1/2018;Producto 0014;191;3653;Vendedor 004;Alajuela;Limón;29;6;1,816666667
24/1/2018;Producto 0009;79;2885;Vendedor 001;Limón;Alajuela;27;5;4,65
24/1/2018;Producto 0019;249;3504;Vendedor 003;Puntarenas;Heredia;45;24;3,2
24/1/2018;Producto 0018;188;3109;Vendedor 004;Cartago;Heredia;51;23;3,483333333
24/1/2018;Producto 0004;221;1309;Vendedor 005;Guanacaste;Guanacaste;51;28;5,716666667
25/1/2018;Producto 0012;177;4594;Vendedor 005;Heredia;Limón;31;7;1,95
25/1/2018;Producto 0009;171;2885;Vendedor 005;Alajuela;Heredia;64;36;5,916666667
25/1/2018;Producto 0007;120;4311;Vendedor 003;Guanacaste;Alajuela;54;22;1,566666667
25/1/2018;Producto 0001;211;3702;Vendedor 003;Limón;Alajuela;48;21;1,233333333
25/1/2018;Producto 0015;9;2783;Vendedor 005;San José;Cartago;68;32;0,266666667
25/1/2018;Producto 0018;43;3109;Vendedor 002;Heredia;San José;33;9;5,85
25/1/2018;Producto 0007;177;4311;Vendedor 002;Limón;Cartago;68;34;0,233333333
25/1/2018;Producto 0007;149;4311;Vendedor 004;Heredia;Heredia;58;36;1,25
25/1/2018;Producto 0013;178;3066;Vendedor 004;Alajuela;Alajuela;52;32;4,666666667
25/1/2018;Producto 0013;213;3066;Vendedor 001;Heredia;Puntarenas;49;27;2,016666667
25/1/2018;Producto 0013;181;3066;Vendedor 005;San José;Puntarenas;43;5;5,35
25/1/2018;Producto 0001;1;3702;Vendedor 002;Puntarenas;Limón;58;28;4,85
25/1/2018;Producto 0013;109;3066;Vendedor 005;Puntarenas;Cartago;56;28;2,483333333
25/1/2018;Producto 0013;101;3066;Vendedor 002;Guanacaste;San José;44;9;5,866666667
25/1/2018;Producto 0020;119;1201;Vendedor 005;Cartago;San José;67;37;2,633333333
25/1/2018;Producto 0020;67;1201;Vendedor 003;Heredia;San José;57;17;5,333333333
25/1/2018;Producto 0003;83;1688;Vendedor 003;Limón;Puntarenas;38;9;1,533333333
25/1/2018;Producto 0009;236;2885;Vendedor 001;Limón;Cartago;54;15;5,6
25/1/2018;Producto 0005;64;1043;Vendedor 002;Puntarenas;Alajuela;39;19;0,85
25/1/2018;Producto 0014;197;3653;Vendedor 005;Puntarenas;Alajuela;30;8;2,566666667
25/1/2018;Producto 0005;13;1043;Vendedor 005;Heredia;Guanacaste;23;5;3,833333333
25/1/2018;Producto 0012;133;4594;Vendedor 005;Limón;Limón;26;5;1,833333333
25/1/2018;Producto 0015;136;2783;Vendedor 004;Guanacaste;Puntarenas;66;30;6,316666667
25/1/2018;Producto 0003;141;1688;Vendedor 002;San José;Cartago;60;28;1,95
25/1/2018;Producto 0012;83;4594;Vendedor 002;Puntarenas;Heredia;76;36;1,416666667
25/1/2018;Producto 0010;151;1088;Vendedor 002;Puntarenas;Guanacaste;53;31;5,35
25/1/2018;Producto 0006;108;1514;Vendedor 003;Limón;Alajuela;65;29;4,166666667
25/1/2018;Producto 0020;61;1201;Vendedor 004;San José;Alajuela;46;26;6,95
25/1/2018;Producto 0004;29;1309;Vendedor 004;Puntarenas;Guanacaste;36;7;4,483333333
25/1/2018;Producto 0002;236;2468;Vendedor 001;Guanacaste;Alajuela;48;20;5,433333333
25/1/2018;Producto 0013;115;3066;Vendedor 003;Limón;Guanacaste;49;11;3,783333333
25/1/2018;Producto 0009;214;2885;Vendedor 004;Limón;Guanacaste;44;17;6,283333333
25/1/2018;Producto 0002;207;2468;Vendedor 001;Guanacaste;Puntarenas;43;4;3,8
25/1/2018;Producto 0016;92;1631;Vendedor 003;Guanacaste;Alajuela;33;2;3,966666667
25/1/2018;Producto 0005;139;1043;Vendedor 005;Alajuela;Alajuela;58;18;0,65
25/1/2018;Producto 0008;104;1031;Vendedor 002;Heredia;San José;65;24;5,35
25/1/2018;Producto 0007;207;4311;Vendedor 003;Cartago;Alajuela;60;36;1,7
25/1/2018;Producto 0001;182;3702;Vendedor 004;Guanacaste;Heredia;56;21;0,433333333
25/1/2018;Producto 0018;237;3109;Vendedor 002;Cartago;Guanacaste;43;22;4,35
25/1/2018;Producto 0014;40;3653;Vendedor 002;Heredia;Puntarenas;43;10;0,666666667
25/1/2018;Producto 0001;122;3702;Vendedor 003;Alajuela;Puntarenas;48;13;4,266666667
25/1/2018;Producto 0001;204;3702;Vendedor 001;Limón;Cartago;58;25;4,033333333
25/1/2018;Producto 0004;215;1309;Vendedor 002;Heredia;Cartago;61;26;6,916666667
25/1/2018;Producto 0015;123;2783;Vendedor 001;Alajuela;Puntarenas;41;10;4,25
25/1/2018;Producto 0011;105;2935;Vendedor 005;Limón;Limón;56;38;5,933333333
25/1/2018;Producto 0012;126;4594;Vendedor 003;San José;San José;77;37;6,883333333
25/1/2018;Producto 0012;200;4594;Vendedor 001;Guanacaste;Heredia;22;3;1,233333333
25/1/2018;Producto 0010;48;1088;Vendedor 003;Puntarenas;Puntarenas;38;1;4,883333333
25/1/2018;Producto 0002;206;2468;Vendedor 002;Puntarenas;Limón;26;4;4,383333333
25/1/2018;Producto 0015;83;2783;Vendedor 005;Puntarenas;Cartago;56;24;5,066666667
25/1/2018;Producto 0002;142;2468;Vendedor 002;Alajuela;Puntarenas;48;8;5,933333333
25/1/2018;Producto 0010;218;1088;Vendedor 005;Cartago;Puntarenas;70;38;4,016666667
25/1/2018;Producto 0004;117;1309;Vendedor 004;Limón;Guanacaste;27;1;3,866666667
25/1/2018;Producto 0016;102;1631;Vendedor 003;San José;Cartago;37;6;1,016666667
25/1/2018;Producto 0018;73;3109;Vendedor 003;Guanacaste;San José;72;36;2,1
25/1/2018;Producto 0009;12;2885;Vendedor 002;Cartago;Heredia;63;33;5,85
25/1/2018;Producto 0020;131;1201;Vendedor 004;Heredia;San José;32;8;5,716666667
25/1/2018;Producto 0009;38;2885;Vendedor 004;Heredia;Limón;44;12;4,983333333
26/1/2018;Producto 0013;184;3066;Vendedor 005;Puntarenas;Puntarenas;43;22;1,883333333
26/1/2018;Producto 0004;241;1309;Vendedor 005;San José;Cartago;69;36;3,55
26/1/2018;Producto 0009;34;2885;Vendedor 002;Heredia;Guanacaste;60;24;4,366666667
26/1/2018;Producto 0016;155;1631;Vendedor 005;Guanacaste;San José;28;2;1,766666667
26/1/2018;Producto 0019;90;3504;Vendedor 004;Guanacaste;Puntarenas;65;32;1,383333333
26/1/2018;Producto 0011;164;2935;Vendedor 003;Alajuela;San José;39;14;4,35
26/1/2018;Producto 0006;35;1514;Vendedor 003;Alajuela;Cartago;44;6;5,633333333
26/1/2018;Producto 0017;65;1335;Vendedor 001;Alajuela;San José;55;14;0,283333333
26/1/2018;Producto 0001;133;3702;Vendedor 002;Guanacaste;Limón;42;19;4,3
26/1/2018;Producto 0008;166;1031;Vendedor 002;Heredia;Alajuela;38;3;4,416666667
26/1/2018;Producto 0020;230;1201;Vendedor 002;San José;San José;64;36;4,783333333
26/1/2018;Producto 0010;236;1088;Vendedor 003;Cartago;Limón;46;20;4,15
26/1/2018;Producto 0011;93;2935;Vendedor 005;Puntarenas;Guanacaste;48;21;6,2
26/1/2018;Producto 0015;231;2783;Vendedor 001;Guanacaste;San José;45;13;0,65
26/1/2018;Producto 0013;173;3066;Vendedor 004;Alajuela;Alajuela;28;4;5,733333333
26/1/2018;Producto 0005;8;1043;Vendedor 001;Alajuela;Guanacaste;36;4;4,483333333
26/1/2018;Producto 0009;51;2885;Vendedor 001;Cartago;Cartago;31;3;5,633333333
26/1/2018;Producto 0010;122;1088;Vendedor 001;San José;Puntarenas;69;35;2,783333333
26/1/2018;Producto 0005;35;1043;Vendedor 001;Cartago;Limón;45;9;1,633333333
26/1/2018;Producto 0005;75;1043;Vendedor 005;Cartago;Guanacaste;53;20;5,883333333
26/1/2018;Producto 0004;17;1309;Vendedor 005;Limón;Limón;51;31;1,016666667
26/1/2018;Producto 0004;61;1309;Vendedor 003;Puntarenas;Guanacaste;50;11;6,85
26/1/2018;Producto 0009;195;2885;Vendedor 003;Heredia;Cartago;56;30;4,1
26/1/2018;Producto 0016;156;1631;Vendedor 002;Limón;Puntarenas;46;22;5,8
